date,AUDUSD Curncy,NZDUSD Curncy,USDCAD Curncy,USDNOK Curncy,USDSEK Curncy,USDZAR Curncy,USDMXN Curncy
2016-06-10,0.7373,0.7055,1.2783,8.2736,8.3103,15.2304,18.6328
2016-06-13,0.7387,0.7061,1.2837,8.2653,8.2354,15.171,18.8394
2016-06-14,0.7358,0.6993,1.2872,8.3625,8.3101,15.3011,18.9352
2016-06-15,0.7407,0.7034,1.2912,8.3079,8.3107,15.2466,18.9127
2016-06-16,0.7363,0.7045,1.2967,8.3903,8.3394,15.347,18.945
2016-06-17,0.7387,0.7049,1.2894,8.3624,8.3314,15.1497,18.8375
2016-06-20,0.7457,0.712,1.2806,8.2793,8.2444,14.8402,18.6575
2016-06-21,0.745,0.7122,1.2817,8.3163,8.2792,14.7143,18.6241
2016-06-22,0.7501,0.7164,1.2844,8.2922,8.2619,14.6102,18.4942
2016-06-23,0.7613,0.725,1.2753,8.1462,8.1621,14.4161,18.2273
2016-06-24,0.7466,0.7124,1.3004,8.3331,8.4648,15.0823,18.9278
2016-06-27,0.733,0.6996,1.3072,8.5731,8.5559,15.4679,19.181
2016-06-28,0.7386,0.7047,1.3025,8.4764,8.5067,15.1792,18.8366
2016-06-29,0.7451,0.7113,1.2935,8.3935,8.4569,14.7927,18.4839
2016-06-30,0.7451,0.7134,1.2924,8.3634,8.4597,14.7266,18.2804
2016-07-01,0.7498,0.7175,1.2912,8.3437,8.4361,14.5606,18.3605
2016-07-04,0.7538,0.7229,1.2846,8.2902,8.4181,14.5681,18.4206
2016-07-05,0.7463,0.7154,1.298,8.407,8.5237,14.7452,18.8182
2016-07-06,0.752,0.7132,1.2962,8.432,8.5243,14.731,18.7379
2016-07-07,0.7479,0.7228,1.3002,8.5092,8.5792,14.7603,18.8288
2016-07-08,0.7569,0.7306,1.3044,8.5246,8.5814,14.5379,18.505
2016-07-11,0.7532,0.722,1.3117,8.5057,8.5747,14.4468,18.4678
2016-07-12,0.7623,0.73,1.3042,8.4327,8.54,14.3384,18.3417
2016-07-13,0.7608,0.7276,1.2978,8.4255,8.4974,14.482,18.3662
2016-07-14,0.7632,0.7199,1.2892,8.3644,8.4973,14.2249,18.3534
2016-07-15,0.7578,0.7116,1.2974,8.4836,8.588,14.5736,18.6048
2016-07-18,0.7591,0.7116,1.2945,8.4473,8.5489,14.245,18.3861
2016-07-19,0.7504,0.7053,1.302,8.5121,8.6118,14.3361,18.5003
2016-07-20,0.7478,0.7026,1.3057,8.4984,8.5992,14.3467,18.6797
2016-07-21,0.7495,0.6997,1.3088,8.4923,8.5941,14.2309,18.577
2016-07-22,0.7462,0.6997,1.3127,8.5515,8.6513,14.2924,18.5463
2016-07-25,0.747,0.6996,1.3217,8.5656,8.6407,14.3636,18.7761
2016-07-26,0.7502,0.7054,1.3188,8.5696,8.6601,14.361,18.7746
2016-07-27,0.7491,0.7076,1.3189,8.5384,8.6287,14.258,18.8259
2016-07-28,0.7503,0.7073,1.3156,8.5557,8.6397,14.1455,18.8928
2016-07-29,0.7596,0.7199,1.303,8.4459,8.5569,13.8787,18.7527
2016-08-01,0.7536,0.7172,1.3124,8.498,8.5954,13.9174,18.8647
2016-08-02,0.7609,0.7243,1.311,8.4284,8.5133,13.9998,18.9346
2016-08-03,0.7588,0.7159,1.3067,8.4545,8.5468,13.909,18.8876
2016-08-04,0.7628,0.7173,1.3019,8.4398,8.5204,13.7059,18.9077
2016-08-05,0.7619,0.7144,1.3172,8.5076,8.5668,13.727,18.7542
2016-08-08,0.7651,0.7138,1.3154,8.4701,8.5805,13.5749,18.5533
2016-08-09,0.7673,0.7166,1.3119,8.4065,8.533,13.413,18.4369
2016-08-10,0.7703,0.7206,1.3058,8.2707,8.4643,13.2814,18.4152
2016-08-11,0.7699,0.7209,1.2993,8.25,8.4728,13.402,18.2294
2016-08-12,0.7652,0.7197,1.2951,8.211,8.4536,13.4764,18.2602
2016-08-15,0.7674,0.7211,1.2924,8.2143,8.4572,13.3033,18.0776
2016-08-16,0.7695,0.7281,1.2863,8.1952,8.4148,13.4216,18.0614
2016-08-17,0.7655,0.7252,1.2844,8.2041,8.4247,13.3816,18.1395
2016-08-18,0.7686,0.729,1.2782,8.1512,8.3467,13.3749,18.1891
2016-08-19,0.7627,0.7272,1.2871,8.2192,8.3852,13.5163,18.22
2016-08-22,0.7626,0.7269,1.2946,8.2143,8.3741,13.5811,18.2948
2016-08-23,0.7615,0.7291,1.2913,8.2142,8.3787,14.0019,18.5693
2016-08-24,0.7613,0.7312,1.2927,8.2192,8.3966,14.1632,18.4556
2016-08-25,0.7618,0.7302,1.2922,8.2201,8.4064,14.2113,18.3663
2016-08-26,0.7564,0.7236,1.3003,8.2697,8.4817,14.3694,18.5925
2016-08-29,0.7569,0.7251,1.3011,8.2783,8.4667,14.4066,18.6252
2016-08-30,0.7509,0.722,1.3099,8.3443,8.5398,14.5037,18.8181
2016-08-31,0.7517,0.725,1.3105,8.328,8.5605,14.7313,18.7836
2016-09-01,0.7551,0.7283,1.3103,8.335,8.5535,14.5985,18.7481
2016-09-02,0.7573,0.7286,1.2993,8.322,8.5865,14.4932,18.5783
2016-09-05,0.7582,0.7305,1.2928,8.3042,8.5687,14.3866,18.565
2016-09-06,0.7687,0.7418,1.2844,8.17,8.4675,13.98,18.2762
2016-09-07,0.7673,0.7451,1.2884,8.1803,8.4427,14.0248,18.3797
2016-09-08,0.7643,0.7399,1.2937,8.1883,8.4419,14.1337,18.6727
2016-09-09,0.7541,0.7324,1.3049,8.2512,8.4937,14.4158,18.8986
2016-09-12,0.7566,0.7353,1.304,8.236,8.4773,14.2276,18.813
2016-09-13,0.7464,0.7252,1.3176,8.2779,8.5259,14.3935,19.086
2016-09-14,0.7469,0.7283,1.3195,8.2385,8.4867,14.3202,19.2734
2016-09-15,0.7515,0.7316,1.316,8.2321,8.4824,14.2483,19.3453
2016-09-16,0.7491,0.7266,1.3212,8.3107,8.5663,14.182,19.6106
2016-09-19,0.7534,0.7293,1.3203,8.2888,8.5652,14.0162,19.6902
2016-09-20,0.7556,0.7314,1.3189,8.3097,8.5988,13.9145,19.8113
2016-09-21,0.7624,0.735,1.3101,8.2631,8.5567,13.5779,19.7409
2016-09-22,0.7643,0.7313,1.3042,8.1339,8.5494,13.6471,19.6148
2016-09-23,0.7623,0.7242,1.3172,8.113,8.5421,13.7176,19.7893
2016-09-26,0.7636,0.7274,1.3227,8.1089,8.5334,13.6799,19.8772
2016-09-27,0.7667,0.7301,1.3196,8.1154,8.5971,13.4523,19.3904
2016-09-28,0.7692,0.7284,1.308,8.0351,8.5638,13.6187,19.3801
2016-09-29,0.7636,0.7253,1.3146,8.0485,8.5736,13.8938,19.5213
2016-09-30,0.7664,0.7286,1.3127,7.9846,8.5739,13.7225,19.3852
2016-10-03,0.7675,0.7275,1.312,7.981,8.5662,13.5982,19.2859
2016-10-04,0.762,0.721,1.3192,8.0079,8.6012,13.8291,19.326
2016-10-05,0.7622,0.7173,1.3176,8.02,8.5892,13.7188,19.2135
2016-10-06,0.7585,0.7165,1.3218,8.0573,8.6289,13.8844,19.2355
2016-10-07,0.7582,0.7156,1.3296,8.0862,8.6266,13.872,19.3009
2016-10-10,0.7607,0.7136,1.3176,8.0844,8.6532,13.8097,18.9281
2016-10-11,0.7539,0.7056,1.3265,8.1823,8.8199,14.3691,18.9149
2016-10-12,0.7562,0.7062,1.3276,8.2179,8.8475,14.2299,18.9206
2016-10-13,0.7569,0.7095,1.3192,8.1511,8.7901,14.2517,18.925
2016-10-14,0.7618,0.7087,1.3139,8.2205,8.8424,14.3182,19.0079
2016-10-17,0.7629,0.7134,1.3129,8.1805,8.8119,14.1485,18.8731
2016-10-18,0.7666,0.719,1.3109,8.1522,8.827,13.8952,18.6162
2016-10-19,0.7722,0.7232,1.3114,8.1354,8.8355,13.8341,18.5225
2016-10-20,0.7627,0.7194,1.323,8.1843,8.8718,13.9517,18.6206
2016-10-21,0.7608,0.7161,1.3332,8.2491,8.9157,13.9849,18.5946
2016-10-24,0.7611,0.7138,1.3286,8.2551,8.9103,13.9105,18.553
2016-10-25,0.7646,0.7163,1.3351,8.283,8.9258,13.7551,18.5212
2016-10-26,0.7651,0.7154,1.3381,8.2758,8.9092,13.8906,18.6846
2016-10-27,0.7589,0.7121,1.3386,8.2671,9.0805,13.8743,18.8396
2016-10-28,0.7599,0.7163,1.3398,8.2645,9.0109,13.8352,18.9844
2016-10-31,0.7609,0.7151,1.3409,8.2596,9.0321,13.4741,18.8642
2016-11-01,0.7652,0.7184,1.339,8.2153,8.9622,13.6105,19.2007
2016-11-02,0.7661,0.7288,1.3393,8.1898,8.9219,13.4647,19.3683
2016-11-03,0.7682,0.7337,1.3397,8.1862,8.9691,13.4649,19.1749
2016-11-04,0.7673,0.7326,1.3404,8.1591,8.9462,13.5823,19.0266
2016-11-07,0.7728,0.7344,1.3364,8.2349,9.0243,13.3623,18.5944
2016-11-08,0.7762,0.7386,1.3288,8.2295,8.9891,13.1866,18.3226
2016-11-09,0.7635,0.7279,1.3424,8.3439,9.0636,13.4457,19.844
2016-11-10,0.7613,0.7213,1.3469,8.3654,9.0401,14.1217,20.5754
2016-11-11,0.7546,0.713,1.3542,8.3935,9.0958,14.3352,20.8492
2016-11-14,0.7554,0.7118,1.3557,8.4742,9.1559,14.4314,20.6906
2016-11-15,0.7559,0.7101,1.3448,8.4335,9.1888,14.1762,20.2695
2016-11-16,0.748,0.707,1.3446,8.4776,9.1991,14.3076,20.2085
2016-11-17,0.7406,0.7025,1.3521,8.5412,9.2434,14.4242,20.4286
2016-11-18,0.7338,0.701,1.3505,8.5974,9.2988,14.4222,20.6435
2016-11-21,0.7369,0.7066,1.3418,8.5445,9.2206,14.2486,20.4495
2016-11-22,0.7402,0.7062,1.3441,8.5194,9.2179,14.0861,20.5949
2016-11-23,0.7385,0.7007,1.3488,8.6131,9.2787,14.1502,20.6446
2016-11-24,0.7408,0.7002,1.3492,8.5982,9.2484,14.1494,20.7441
2016-11-25,0.7443,0.7043,1.3519,8.5805,9.2497,14.11,20.6538
2016-11-28,0.7482,0.7073,1.3412,8.5382,9.1987,13.73,20.6303
2016-11-29,0.7484,0.7125,1.3432,8.5331,9.1766,13.8818,20.6236
2016-11-30,0.7385,0.7083,1.3437,8.5249,9.2304,14.094,20.5743
2016-12-01,0.7415,0.7088,1.3319,8.4202,9.2213,14.1066,20.7785
2016-12-02,0.7457,0.7141,1.3292,8.4219,9.2146,13.8021,20.6281
2016-12-05,0.7472,0.7141,1.3271,8.3717,9.1152,13.7263,20.5943
2016-12-06,0.7461,0.712,1.3277,8.4051,9.1265,13.6462,20.3939
2016-12-07,0.7482,0.7165,1.3234,8.3638,9.0713,13.4748,20.3354
2016-12-08,0.7463,0.7174,1.3191,8.4335,9.1274,13.6558,20.3172
2016-12-09,0.7449,0.7136,1.3179,8.5033,9.1893,13.796,20.3894
2016-12-12,0.7497,0.7192,1.313,8.4377,9.1671,13.615,20.2144
2016-12-13,0.75,0.7204,1.3131,8.4258,9.1655,13.6133,20.279
2016-12-14,0.7406,0.7118,1.3283,8.5769,9.2594,13.932,20.4708
2016-12-15,0.7358,0.7038,1.3336,8.6668,9.4092,13.9695,20.3326
2016-12-16,0.7304,0.6963,1.3336,8.6726,9.3392,14.0325,20.4395
2016-12-19,0.7245,0.6929,1.3408,8.687,9.3846,14.1391,20.3865
2016-12-20,0.7259,0.6916,1.3368,8.7044,9.3489,13.9976,20.4583
2016-12-21,0.7238,0.6899,1.3413,8.6824,9.2324,14.0025,20.5579
2016-12-22,0.7217,0.6903,1.3483,8.7128,9.2242,14.0407,20.7592
2016-12-23,0.7176,0.6874,1.3533,8.7009,9.2042,13.998,20.6095
2016-12-26,0.7192,0.6901,1.3509,8.6945,9.2066,14.0112,20.6348
2016-12-27,0.7185,0.6891,1.3575,8.7066,9.2264,13.9272,20.7593
2016-12-28,0.7177,0.6921,1.356,8.7234,9.207,13.8569,20.7543
2016-12-29,0.7219,0.6965,1.3502,8.6429,9.1211,13.6152,20.7281
2016-12-30,0.7208,0.6934,1.3441,8.6406,9.1061,13.7401,20.7272
2017-01-02,0.7184,0.6924,1.3443,8.6596,9.1384,13.7351,20.7334
2017-01-03,0.7219,0.6918,1.3427,8.6574,9.1618,13.8329,21.1102
2017-01-04,0.7283,0.697,1.3302,8.5928,9.1047,13.6142,21.4459
2017-01-05,0.7338,0.7026,1.3225,8.4783,8.9933,13.5759,21.4226
2017-01-06,0.7301,0.696,1.3237,8.5379,9.0574,13.7596,21.2217
2017-01-09,0.7354,0.7016,1.3216,8.5395,9.0458,13.6726,21.3788
2017-01-10,0.7368,0.699,1.3232,8.6051,9.0824,13.7418,21.8067
2017-01-11,0.7441,0.7055,1.3179,8.5513,9.0268,13.7449,21.8574
2017-01-12,0.7484,0.7095,1.3145,8.5276,8.9519,13.5072,21.7798
2017-01-13,0.7502,0.7131,1.3114,8.5005,8.9116,13.5157,21.4765
2017-01-16,0.7477,0.7103,1.3175,8.5315,8.9522,13.6729,21.7363
2017-01-17,0.7567,0.7215,1.3043,8.4468,8.8844,13.4677,21.5079
2017-01-18,0.7505,0.7123,1.3269,8.497,8.9533,13.6325,21.9544
2017-01-19,0.7561,0.719,1.3318,8.4485,8.9501,13.56,21.9555
2017-01-20,0.7555,0.717,1.332,8.4108,8.8797,13.5986,21.5877
2017-01-23,0.7584,0.7233,1.3238,8.3473,8.8289,13.4864,21.3879
2017-01-24,0.7582,0.7247,1.3158,8.3524,8.8481,13.3845,21.5273
2017-01-25,0.7572,0.7299,1.307,8.3114,8.8187,13.2415,21.0719
2017-01-26,0.7535,0.7245,1.309,8.3394,8.8397,13.3595,21.2139
2017-01-27,0.7551,0.7259,1.3153,8.3405,8.8488,13.4737,20.8863
2017-01-30,0.7555,0.7285,1.3117,8.3151,8.8324,13.506,20.7839
2017-01-31,0.7585,0.7312,1.303,8.2464,8.7424,13.4753,20.8322
2017-02-01,0.7586,0.728,1.3049,8.2343,8.7527,13.4719,20.7074
2017-02-02,0.7658,0.7288,1.3027,8.2525,8.7513,13.3995,20.5602
2017-02-03,0.768,0.7315,1.3023,8.2066,8.7648,13.2667,20.3631
2017-02-06,0.766,0.7321,1.3084,8.2537,8.8234,13.3167,20.5634
2017-02-07,0.7628,0.7301,1.3185,8.3213,8.8706,13.4502,20.6208
2017-02-08,0.7645,0.7266,1.3144,8.316,8.8359,13.4139,20.4793
2017-02-09,0.7625,0.7187,1.3145,8.3383,8.9044,13.4035,20.3504
2017-02-10,0.7674,0.719,1.3083,8.3653,8.919,13.3365,20.3461
2017-02-13,0.764,0.7175,1.3071,8.3907,8.9397,13.3349,20.2823
2017-02-14,0.7663,0.7169,1.3076,8.3986,8.9333,13.1053,20.2605
2017-02-15,0.771,0.7223,1.308,8.3386,8.9203,12.9162,20.2748
2017-02-16,0.7694,0.721,1.3071,8.2873,8.8601,13.0327,20.3802
2017-02-17,0.7664,0.7182,1.3096,8.3426,8.9119,13.0382,20.4292
2017-02-20,0.7688,0.719,1.3106,8.3387,8.936,13.045,20.3718
2017-02-21,0.7675,0.7161,1.3141,8.3593,8.9768,13.1388,20.0138
2017-02-22,0.7703,0.7189,1.3164,8.3663,8.9745,12.9735,19.9067
2017-02-23,0.7715,0.723,1.3105,8.3392,8.9924,12.872,19.6669
2017-02-24,0.7676,0.721,1.3091,8.3767,9.0353,12.9518,19.9115
2017-02-27,0.7673,0.7195,1.318,8.3701,9.063,13.0096,19.911
2017-02-28,0.7657,0.7192,1.3301,8.3939,9.0365,13.1285,20.109
2017-03-01,0.7677,0.7144,1.3325,8.4098,9.0499,13.0263,19.8104
2017-03-02,0.7572,0.7063,1.3391,8.4836,9.0846,13.1565,19.999
2017-03-03,0.7596,0.7031,1.338,8.4226,8.9799,13.0275,19.51
2017-03-06,0.7579,0.6994,1.3412,8.4933,9.0185,13.02,19.6135
2017-03-07,0.7588,0.6954,1.3413,8.453,9.0119,12.973,19.4946
2017-03-08,0.7528,0.6915,1.3491,8.548,9.0558,13.1313,19.6715
2017-03-09,0.7506,0.6901,1.3511,8.5826,9.0466,13.3336,19.8377
2017-03-10,0.7542,0.6923,1.3471,8.5978,9.0085,13.1786,19.6086
2017-03-13,0.7571,0.6924,1.3446,8.5662,8.942,13.1376,19.6177
2017-03-14,0.7559,0.6919,1.3479,8.6131,8.9707,13.1553,19.667
2017-03-15,0.7709,0.7045,1.3304,8.4961,8.8635,12.7893,19.2215
2017-03-16,0.7678,0.6987,1.3319,8.5095,8.8197,12.7659,19.2654
2017-03-17,0.7704,0.7017,1.335,8.4775,8.8352,12.7271,19.0772
2017-03-20,0.7731,0.7055,1.335,8.4761,8.8225,12.6454,19.0013
2017-03-21,0.7691,0.7042,1.3352,8.4681,8.799,12.6812,19.0999
2017-03-22,0.7678,0.7044,1.3329,8.4624,8.8021,12.5656,19.0263
2017-03-23,0.7627,0.7029,1.335,8.49,8.8294,12.4568,18.9286
2017-03-24,0.7623,0.7028,1.3378,8.4951,8.8083,12.4334,18.7579
2017-03-27,0.7618,0.7045,1.3376,8.4898,8.7885,12.7407,18.8918
2017-03-28,0.7633,0.7013,1.3383,8.5244,8.8315,12.9921,19.0296
2017-03-29,0.767,0.7033,1.3326,8.4999,8.8677,13.0414,18.7068
2017-03-30,0.7641,0.6996,1.3341,8.5626,8.9433,13.2837,18.7145
2017-03-31,0.7629,0.7006,1.3318,8.5985,8.9707,13.4136,18.7249
2017-04-03,0.7605,0.7014,1.3381,8.5777,8.9544,13.6868,18.6721
2017-04-04,0.7565,0.6973,1.3402,8.589,9.0072,13.6251,18.8257
2017-04-05,0.757,0.6964,1.3435,8.6101,8.9913,13.8062,18.8302
2017-04-06,0.7545,0.697,1.3413,8.625,9.0244,13.7607,18.7478
2017-04-07,0.75,0.6941,1.3398,8.6589,9.0736,13.759,18.6662
2017-04-10,0.7501,0.6962,1.3326,8.6258,9.0775,13.9522,18.682
2017-04-11,0.7499,0.6959,1.3325,8.5973,9.0599,13.8071,18.7799
2017-04-12,0.7522,0.6965,1.3254,8.5491,8.977,13.4606,18.5512
2017-04-13,0.7568,0.6998,1.3329,8.5862,9.0434,13.462,18.581
2017-04-14,0.7579,0.6998,1.3325,8.5846,9.041,13.4377,18.521
2017-04-17,0.7589,0.7008,1.3317,8.5585,8.9972,13.2972,18.4972
2017-04-18,0.756,0.7043,1.338,8.5107,8.9554,13.2798,18.5914
2017-04-19,0.7497,0.7003,1.3485,8.5799,8.9728,13.2798,18.8379
2017-04-20,0.7527,0.7011,1.3469,8.6253,8.9865,13.1502,18.7901
2017-04-21,0.7541,0.7022,1.3498,8.6702,8.995,13.1166,18.8112
2017-04-24,0.7571,0.7017,1.3501,8.5485,8.858,13.0153,18.7304
2017-04-25,0.7535,0.6952,1.3572,8.5614,8.7787,13.058,18.863
2017-04-26,0.7474,0.689,1.3617,8.5848,8.7635,13.2811,19.191
2017-04-27,0.7465,0.6876,1.3633,8.5651,8.8344,13.3535,19.027
2017-04-28,0.7488,0.6866,1.3653,8.585,8.8535,13.3701,18.8206
2017-05-01,0.7526,0.6907,1.3681,8.5941,8.8489,13.4121,18.7408
2017-05-02,0.7536,0.6935,1.3709,8.592,8.8039,13.3442,18.7698
2017-05-03,0.7423,0.6878,1.373,8.6522,8.85,13.4377,18.8638
2017-05-04,0.7409,0.6869,1.3749,8.6765,8.8315,13.6563,19.0489
2017-05-05,0.7424,0.6918,1.3652,8.5926,8.7962,13.418,18.988
2017-05-08,0.7387,0.6908,1.3691,8.6477,8.8455,13.622,19.2076
2017-05-09,0.7345,0.6895,1.372,8.6867,8.8884,13.6282,19.1729
2017-05-10,0.7367,0.694,1.3656,8.6228,8.9232,13.4817,19.0157
2017-05-11,0.7379,0.6849,1.3697,8.5982,8.8843,13.3689,18.8379
2017-05-12,0.7387,0.6866,1.371,8.5601,8.8293,13.3638,18.8206
2017-05-15,0.7413,0.6881,1.3633,8.5545,8.8306,13.1849,18.7029
2017-05-16,0.7426,0.6883,1.3606,8.46,8.7933,13.0591,18.6406
2017-05-17,0.7432,0.6942,1.3602,8.4051,8.7347,13.2042,18.7838
2017-05-18,0.7419,0.6899,1.3603,8.487,8.8073,13.403,18.8375
2017-05-19,0.7459,0.6924,1.3511,8.3751,8.7305,13.2312,18.7276
2017-05-22,0.7477,0.6996,1.3503,8.3384,8.6945,13.2228,18.662
2017-05-23,0.7478,0.7012,1.3514,8.3744,8.7067,13.0803,18.6339
2017-05-24,0.7503,0.7046,1.3407,8.3308,8.6687,12.9137,18.4433
2017-05-25,0.7454,0.7023,1.3485,8.3977,8.6862,12.9307,18.5034
2017-05-26,0.7448,0.7061,1.3446,8.3786,8.6894,12.8819,18.5157
2017-05-29,0.744,0.7057,1.3452,8.4128,8.7041,12.9653,18.4744
2017-05-30,0.7465,0.7095,1.3459,8.4322,8.7245,13.1317,18.6987
2017-05-31,0.743,0.7085,1.35,8.4359,8.6882,13.1179,18.6199
2017-06-01,0.7374,0.706,1.3515,8.4533,8.6937,12.8941,18.6439
2017-06-02,0.7443,0.7142,1.3487,8.4175,8.6224,12.8157,18.6812
2017-06-05,0.7487,0.7139,1.3473,8.449,8.6516,12.7139,18.3435
2017-06-06,0.7506,0.7184,1.3455,8.4568,8.6646,12.8258,18.2372
2017-06-07,0.7549,0.7195,1.3509,8.4952,8.6907,12.8348,18.2259
2017-06-08,0.7547,0.7215,1.3506,8.4945,8.7103,12.9175,18.1984
2017-06-09,0.7527,0.7213,1.347,8.4999,8.7152,12.9457,18.1721
2017-06-12,0.7541,0.7198,1.3324,8.4769,8.7476,12.8237,18.1349
2017-06-13,0.7537,0.7221,1.3242,8.4328,8.6939,12.7652,18.0528
2017-06-14,0.7585,0.7261,1.3247,8.4227,8.7033,12.6249,17.9196
2017-06-15,0.7579,0.7208,1.3269,8.5056,8.7492,12.8799,18.0433
2017-06-16,0.7621,0.7254,1.3213,8.4558,8.7096,12.814,17.9129
2017-06-19,0.76,0.7232,1.3219,8.5024,8.7425,13.0022,17.9579
2017-06-20,0.758,0.7242,1.3268,8.5446,8.7831,13.0681,18.1921
2017-06-21,0.7553,0.7227,1.3334,8.5295,8.7486,13.0805,18.2387
2017-06-22,0.7542,0.7264,1.3233,8.488,8.7491,12.9664,18.1154
2017-06-23,0.7568,0.7285,1.3267,8.4505,8.7212,12.9297,18.0072
2017-06-26,0.7585,0.7289,1.3244,8.4804,8.7203,12.8622,17.8694
2017-06-27,0.7583,0.7271,1.3199,8.4212,8.614,13.0292,17.9871
2017-06-28,0.764,0.7305,1.3039,8.4262,8.5444,12.9347,17.8515
2017-06-29,0.7683,0.7299,1.3004,8.3856,8.4674,13.0229,18.0432
2017-06-30,0.7689,0.7333,1.2964,8.3465,8.4322,13.0744,18.1203
2017-07-03,0.7661,0.7295,1.3007,8.3666,8.4903,13.2099,18.2271
2017-07-04,0.7606,0.7289,1.2937,8.3556,8.5261,13.1987,18.1985
2017-07-05,0.7603,0.729,1.2957,8.3911,8.4868,13.3881,18.3028
2017-07-06,0.7586,0.7275,1.2978,8.3513,8.4423,13.4432,18.2577
2017-07-07,0.7601,0.7281,1.2876,8.3678,8.4269,13.3842,18.0912
2017-07-10,0.7606,0.7275,1.2891,8.3287,8.4305,13.4841,17.9515
2017-07-11,0.7638,0.7225,1.2915,8.2787,8.4004,13.5611,17.9089
2017-07-12,0.7678,0.7265,1.2751,8.2841,8.4173,13.2513,17.7758
2017-07-13,0.7731,0.732,1.2722,8.2596,8.3587,13.2107,17.6841
2017-07-14,0.7832,0.7347,1.2644,8.1868,8.3082,13.0357,17.564
2017-07-17,0.7801,0.7318,1.2697,8.1577,8.2893,12.9493,17.5875
2017-07-18,0.7916,0.7349,1.2628,8.0889,8.3019,12.896,17.4748
2017-07-19,0.7952,0.7356,1.2606,8.0532,8.3037,12.9167,17.5553
2017-07-20,0.7958,0.7398,1.2589,8.0455,8.2238,13.0343,17.4863
2017-07-21,0.7916,0.7454,1.2539,8.0163,8.2417,12.9175,17.6542
2017-07-24,0.7924,0.7439,1.251,8.0069,8.2154,12.962,17.7266
2017-07-25,0.7937,0.7417,1.2509,7.9736,8.2085,13.0805,17.7713
2017-07-26,0.8005,0.752,1.2445,7.8928,8.1703,12.9075,17.5897
2017-07-27,0.7967,0.7487,1.2554,7.9546,8.2155,13.0016,17.7251
2017-07-28,0.7987,0.7514,1.2433,7.9127,8.1195,13.0261,17.7769
2017-07-31,0.8003,0.7512,1.248,7.8638,8.0678,13.1859,17.8005
2017-08-01,0.7969,0.7467,1.2538,7.9284,8.1095,13.273,17.8902
2017-08-02,0.7968,0.7429,1.257,7.8984,8.0983,13.2056,17.8219
2017-08-03,0.795,0.7435,1.2586,7.9055,8.1015,13.4005,17.8415
2017-08-04,0.7922,0.7409,1.2645,7.944,8.1463,13.4487,17.889
2017-08-07,0.7912,0.7363,1.268,7.9236,8.1502,13.2266,17.9275
2017-08-08,0.7914,0.7329,1.2667,7.9572,8.1759,13.3782,17.8512
2017-08-09,0.7888,0.7337,1.27,7.9569,8.177,13.4383,17.9473
2017-08-10,0.7875,0.7275,1.2744,7.9508,8.1352,13.4633,17.9722
2017-08-11,0.7894,0.7311,1.2677,7.9311,8.1186,13.4682,17.8321
2017-08-14,0.7852,0.7287,1.2722,7.9509,8.1129,13.3243,17.7705
2017-08-15,0.7821,0.7236,1.2757,7.964,8.0735,13.3156,17.8072
2017-08-16,0.7925,0.7313,1.2618,7.9254,8.0773,13.1774,17.6625
2017-08-17,0.7885,0.7282,1.2682,7.9698,8.1394,13.2617,17.8493
2017-08-18,0.7929,0.7313,1.2585,7.9059,8.116,13.1582,17.7107
2017-08-21,0.7939,0.7326,1.2558,7.8962,8.074,13.1742,17.6553
2017-08-22,0.7911,0.7279,1.2565,7.91,8.0947,13.2249,17.6603
2017-08-23,0.7904,0.7225,1.2554,7.8686,8.0598,13.1643,17.6861
2017-08-24,0.7905,0.7214,1.252,7.8431,8.0672,13.2002,17.7259
2017-08-25,0.7932,0.7241,1.2481,7.7525,7.9644,13.0224,17.6151
2017-08-28,0.7963,0.7256,1.2508,7.753,7.9589,13.0336,17.8713
2017-08-29,0.7951,0.7257,1.2512,7.7497,7.9389,12.98,17.8413
2017-08-30,0.7905,0.7202,1.2621,7.8097,7.9794,13.0326,17.7173
2017-08-31,0.7947,0.7178,1.2482,7.7611,7.9387,13.0032,17.8863
2017-09-01,0.7975,0.7158,1.2394,7.799,8.0,12.9391,17.8139
2017-09-04,0.7944,0.7162,1.2416,7.81,7.9639,12.9712,17.8723
2017-09-05,0.7996,0.7235,1.2374,7.7793,7.9703,12.9074,17.9005
2017-09-06,0.8,0.72,1.2226,7.8035,7.9804,12.7758,17.7879
2017-09-07,0.8047,0.7233,1.2115,7.7341,7.9211,12.7986,17.6724
2017-09-08,0.806,0.7265,1.2159,7.74,7.931,12.9291,17.7114
2017-09-11,0.8029,0.7254,1.211,7.8418,8.0129,12.9832,17.6741
2017-09-12,0.8019,0.7288,1.2186,7.8355,7.9714,13.0096,17.7278
2017-09-13,0.7986,0.7241,1.2172,7.8795,8.0329,13.1341,17.748
2017-09-14,0.8005,0.7222,1.2165,7.8734,7.9889,13.1184,17.6657
2017-09-15,0.8002,0.7299,1.2198,7.8512,7.9663,13.1569,17.6607
2017-09-18,0.7958,0.7263,1.2291,7.8337,7.9623,13.3062,17.76
2017-09-19,0.801,0.7318,1.2292,7.7986,7.9519,13.3188,17.7979
2017-09-20,0.8031,0.7357,1.2323,7.866,8.0132,13.3233,17.7688
2017-09-21,0.7929,0.7307,1.2327,7.8024,7.972,13.2791,17.8801
2017-09-22,0.7962,0.733,1.2339,7.8005,7.9828,13.2523,17.7454
