date,AUDUSD Curncy,NZDUSD Curncy,USDCAD Curncy,USDNOK Curncy,USDSEK Curncy,USDZAR Curncy,USDMXN Curncy
2025-11-14,0.6538,0.5682,1.4023,10.0903,9.4514,17.0904,18.304
2025-11-17,0.6494,0.5658,1.4055,10.1071,9.473,17.1728,18.425
2025-11-18,0.6507,0.5658,1.3989,10.1091,9.4709,17.1851,18.3457
2025-11-19,0.6478,0.5604,1.405,10.1755,9.5467,17.1966,18.3381
2025-11-20,0.644,0.5584,1.4096,10.214,9.5545,17.2419,18.3853
2025-11-21,0.6455,0.5612,1.4101,10.2533,9.5511,17.3783,18.4788
2025-11-24,0.6464,0.5611,1.4108,10.2363,9.5559,17.2964,18.507
2025-11-25,0.6469,0.5621,1.4098,10.2291,9.5337,17.2196,18.3846
2025-11-26,0.6518,0.5699,1.4044,10.2028,9.4975,17.1405,18.347
2025-11-27,0.6534,0.5729,1.4031,10.1595,9.4801,17.1564,18.3542
2025-11-28,0.655,0.5735,1.3977,10.1304,9.4474,17.113,18.2955
2025-12-01,0.6544,0.5729,1.3999,10.1322,9.4522,17.0915,18.3048
2025-12-02,0.6563,0.5734,1.397,10.1362,9.4348,17.1108,18.2855
2025-12-03,0.6601,0.5774,1.395,10.0576,9.3719,17.0394,18.2865
2025-12-04,0.661,0.5761,1.3958,10.1134,9.4236,16.9961,18.2342
2025-12-05,0.664,0.5776,1.3817,10.1073,9.3988,16.9338,18.1713
2025-12-08,0.6624,0.5776,1.3857,10.1331,9.4035,17.042,18.2644
2025-12-09,0.6642,0.5781,1.3846,10.153,9.3653,17.0542,18.1993
2025-12-10,0.6676,0.5816,1.3793,10.0865,9.2676,16.9332,18.1669
2025-12-11,0.6664,0.5809,1.3771,10.0685,9.2519,16.8701,18.0511
2025-12-12,0.6652,0.5807,1.3772,10.1341,9.2725,16.8854,18.0119
2025-12-15,0.6641,0.5782,1.3768,10.1473,9.2848,16.7962,17.9867
2025-12-16,0.6632,0.5782,1.3754,10.1882,9.3033,16.7593,17.9735
2025-12-17,0.6605,0.5774,1.3787,10.205,9.3018,16.7741,18.0086
2025-12-18,0.6613,0.5775,1.3777,10.1634,9.284,16.7339,17.9971
2025-12-19,0.6612,0.5757,1.3802,10.1415,9.2677,16.7764,18.0395
2025-12-22,0.6657,0.5794,1.3749,10.1026,9.2352,16.7106,17.9835
2025-12-23,0.6702,0.5842,1.3688,10.0336,9.1691,16.6841,17.9001
2025-12-24,0.6709,0.5836,1.3677,10.0142,9.175,16.6653,17.9432
2025-12-25,0.6704,0.5838,1.3676,10.0109,9.176,16.6607,17.9371
2025-12-26,0.6716,0.5836,1.3672,10.0077,9.1577,16.6614,17.9115
2025-12-29,0.6694,0.5804,1.3691,10.0421,9.1824,16.6778,17.9794
2025-12-30,0.6695,0.5792,1.3697,10.0461,9.1954,16.5929,17.9952
2025-12-31,0.6673,0.5758,1.3724,10.0865,9.2108,16.5611,18.008
2026-01-01,0.667,0.5761,1.3717,10.0812,9.2172,16.5949,17.9986
2026-01-02,0.6693,0.5768,1.3733,10.0654,9.218,16.4952,17.9038
2026-01-05,0.6714,0.5789,1.3772,10.0325,9.1776,16.3708,17.9191
2026-01-06,0.6738,0.5785,1.3815,10.0523,9.2028,16.3556,17.995
2026-01-07,0.6721,0.5772,1.3861,10.0854,9.189,16.4532,17.9793
2026-01-08,0.6699,0.5752,1.3864,10.082,9.2206,16.5294,17.9731
2026-01-09,0.6687,0.5732,1.3913,10.0983,9.2095,16.4926,17.9771
2026-01-12,0.6711,0.5772,1.3879,10.0653,9.169,16.3902,17.9291
2026-01-13,0.6682,0.5738,1.3891,10.0943,9.225,16.4022,17.8305
2026-01-14,0.6682,0.5751,1.3882,10.0556,9.1983,16.4058,17.7911
2026-01-15,0.6699,0.5742,1.3891,10.1133,9.2234,16.3349,17.6563
2026-01-16,0.6683,0.5752,1.3914,10.0936,9.2261,16.4049,17.628
2026-01-19,0.6714,0.5799,1.3869,10.0604,9.2072,16.3829,17.5726
2026-01-20,0.6737,0.5832,1.3837,9.9941,9.1259,16.4248,17.5987
2026-01-21,0.6762,0.5844,1.3834,9.9626,9.1092,16.261,17.4825
2026-01-22,0.684,0.5928,1.3786,9.8569,9.0068,16.1326,17.4699
2026-01-23,0.6894,0.5948,1.3699,9.7687,8.945,16.1274,17.3627
2026-01-26,0.6917,0.5974,1.3707,9.7714,8.9345,16.049,17.3629
2026-01-27,0.7011,0.6046,1.3576,9.5777,8.7724,15.8626,17.1271
2026-01-28,0.7041,0.6061,1.3557,9.596,8.838,15.7732,17.1892
2026-01-29,0.7049,0.6078,1.349,9.538,8.8044,15.7379,17.2228
2026-01-30,0.6964,0.6021,1.3613,9.6376,8.9207,16.1469,17.4606
2026-02-02,0.6948,0.5999,1.3681,9.7023,8.9658,16.0879,17.3984
2026-02-03,0.7021,0.6046,1.364,9.6255,8.9047,15.9556,17.2268
2026-02-04,0.6998,0.6003,1.3663,9.6675,8.9866,16.0739,17.3338
2026-02-05,0.6927,0.595,1.3712,9.8101,9.0516,16.3092,17.5073
2026-02-06,0.7013,0.6016,1.3675,9.6809,9.0273,16.0311,17.263
2026-02-09,0.7093,0.6055,1.3559,9.577,8.9156,15.8986,17.1958
2026-02-10,0.7075,0.6044,1.3552,9.5233,8.8883,15.9511,17.1944
2026-02-11,0.7127,0.6048,1.3576,9.4844,8.8994,15.8695,17.1814
2026-02-12,0.709,0.6036,1.361,9.5348,8.9282,15.9611,17.226
2026-02-13,0.7073,0.6039,1.3617,9.5102,8.9225,15.9457,17.1701
2026-02-16,0.7072,0.6033,1.3636,9.5078,8.9474,15.9795,17.1683
2026-02-17,0.7086,0.6049,1.3636,9.5324,8.9684,16.0204,17.1283
2026-02-18,0.7042,0.5965,1.3696,9.5375,9.0376,16.0644,17.2076
2026-02-19,0.7056,0.5973,1.368,9.5602,9.0669,16.1441,17.2523
2026-02-20,0.7081,0.5976,1.3681,9.5283,9.0571,16.0388,17.1331
2026-02-23,0.7056,0.5956,1.3697,9.5668,9.0582,16.02,17.2689
2026-02-24,0.7058,0.5966,1.37,9.57,9.0567,15.9773,17.1769
2026-02-25,0.7123,0.5999,1.3676,9.5451,9.0206,15.849,17.1651
2026-02-26,0.7105,0.5977,1.3681,9.5568,9.0568,15.936,17.1951
2026-02-27,0.7118,0.5998,1.364,9.5127,9.0288,15.9364,17.2268
2026-03-02,0.7093,0.5941,1.3676,9.5836,9.161,16.1024,17.316
2026-03-03,0.7036,0.589,1.368,9.6732,9.2633,16.528,17.7018
2026-03-04,0.7075,0.5941,1.3644,9.6296,9.1714,16.3467,17.5754
2026-03-05,0.7008,0.5895,1.3678,9.673,9.2263,16.6538,17.722
2026-03-06,0.703,0.5898,1.3568,9.5825,9.1778,16.548,17.8004
2026-03-09,0.7076,0.5934,1.3588,9.5959,9.1358,16.3004,17.614
2026-03-10,0.712,0.5929,1.358,9.6389,9.1817,16.291,17.5971
2026-03-11,0.7152,0.5913,1.3593,9.6507,9.2302,16.4893,17.677
2026-03-12,0.7077,0.5855,1.3641,9.7089,9.357,16.7994,17.8638
2026-03-13,0.6981,0.5774,1.3718,9.7662,9.4801,16.9325,17.946
2026-03-16,0.7072,0.5861,1.3686,9.6736,9.3426,16.675,17.6854
2026-03-17,0.7105,0.5858,1.3691,9.5803,9.2785,16.6687,17.6554
2026-03-18,0.7024,0.5797,1.3732,9.6121,9.4223,16.9898,17.8585
2026-03-19,0.7087,0.5874,1.3739,9.4844,9.2878,16.7628,17.7345
2026-03-20,0.7023,0.5832,1.3723,9.5626,9.3428,17.0384,17.8997
2026-03-23,0.7011,0.5859,1.3727,9.7369,9.3227,16.82,17.7873
2026-03-24,0.6996,0.5836,1.3763,9.6946,9.3042,16.9669,17.7457
2026-03-25,0.6947,0.5806,1.3811,9.6947,9.3528,16.9754,17.7696
2026-03-26,0.6886,0.5762,1.3861,9.7037,9.4354,17.1132,17.9382
2026-03-27,0.6874,0.5747,1.3893,9.7471,9.4744,17.1276,18.1188
2026-03-30,0.6853,0.5721,1.3924,9.7456,9.548,17.1853,18.116
2026-03-31,0.69,0.5747,1.3916,9.6925,9.4689,16.9412,17.9372
2026-04-01,0.6928,0.5753,1.3876,9.7117,9.4087,16.8156,17.8204
2026-04-02,0.691,0.5716,1.392,9.7322,9.4305,16.943,17.8699
2026-04-03,0.6895,0.569,1.3945,9.7701,9.4823,16.9818,17.902
2026-04-06,0.6918,0.5711,1.3911,9.7099,9.4472,16.8594,17.7657
2026-04-07,0.6974,0.573,1.3888,9.6398,9.4729,16.7964,17.7033
2026-04-08,0.7044,0.5822,1.3846,9.5743,9.3132,16.3946,17.4468
2026-04-09,0.7082,0.5858,1.3815,9.5006,9.2727,16.384,17.3641
2026-04-10,0.7064,0.5838,1.3841,9.5279,9.2529,16.4215,17.2996
2026-04-13,0.7095,0.5868,1.3792,9.4487,9.1929,16.4156,17.3058
2026-04-14,0.7126,0.59,1.3767,9.4522,9.187,16.3457,17.2602
2026-04-15,0.717,0.5912,1.3741,9.4079,9.1632,16.3736,17.2545
2026-04-16,0.7161,0.5891,1.3704,9.3859,9.1881,16.409,17.2577
2026-04-17,0.7174,0.5883,1.3691,9.3771,9.1623,16.3059,17.3118
2026-04-20,0.7178,0.5891,1.3644,9.3165,9.1275,16.3665,17.2923
2026-04-21,0.7152,0.5894,1.3664,9.3511,9.2,16.4902,17.3208
2026-04-22,0.716,0.5904,1.3672,9.3047,9.2109,16.4718,17.3353
2026-04-23,0.7128,0.5854,1.3701,9.3455,9.264,16.6306,17.4251
2026-04-24,0.7152,0.5881,1.3668,9.323,9.2208,16.5109,17.3787
2026-04-27,0.7186,0.5908,1.3627,9.2911,9.2186,16.5419,17.3812
2026-04-28,0.7181,0.5885,1.3684,9.3364,9.2721,16.5388,17.3922
2026-04-29,0.7116,0.5829,1.3685,9.3371,9.3216,16.8306,17.5378
2026-04-30,0.7201,0.5908,1.3582,9.2585,9.2407,16.6715,17.4661
2026-05-01,0.7202,0.5899,1.3589,9.2949,9.2133,16.6465,17.4566
2026-05-04,0.7167,0.5873,1.3625,9.2769,9.2892,16.7992,17.5165
2026-05-05,0.7183,0.5887,1.3619,9.2557,9.2683,16.6713,17.3763
2026-05-06,0.7237,0.5955,1.3633,9.2999,9.2362,16.3962,17.2562
2026-05-07,0.7209,0.594,1.3665,9.3111,9.2802,16.4807,17.3105
2026-05-08,0.7246,0.5967,1.3677,9.2109,9.2141,16.376,17.1763
2026-05-11,0.7249,0.5965,1.3678,9.182,9.2206,16.4318,17.1897
2026-05-12,0.724,0.5952,1.3696,9.1854,9.2935,16.5159,17.226
2026-05-13,0.7258,0.5936,1.3707,9.175,9.3277,16.4055,17.1725
2026-05-14,0.7221,0.5912,1.372,9.2358,9.359,16.483,17.2203
2026-05-15,0.715,0.5839,1.375,9.3097,9.4479,16.6934,17.3389
2026-05-18,0.7168,0.5875,1.3739,9.2586,9.3845,16.5692,17.2755
2026-05-19,0.7107,0.5836,1.3745,9.2713,9.4032,16.7049,17.4106
2026-05-20,0.7151,0.5868,1.3746,9.2608,9.3366,16.4711,17.3144
2026-05-21,0.715,0.5875,1.3777,9.2381,9.3416,16.4571,17.3062
2026-05-22,0.7127,0.5849,1.3818,9.263,9.3746,16.4644,17.3381
2026-05-25,0.7173,0.5872,1.3803,9.2297,9.2737,16.289,17.2759
2026-05-26,0.7169,0.5836,1.3812,9.2678,9.3089,16.3749,17.309
2026-05-27,0.7141,0.5901,1.384,9.2803,9.2947,16.3658,17.3591
2026-05-28,0.7163,0.5935,1.3784,9.2542,9.2528,16.235,17.315
2026-05-29,0.7185,0.5988,1.3793,9.2478,9.246,16.2259,17.3552
2026-06-01,0.7159,0.5933,1.384,9.2735,9.3043,16.3155,17.3663
2026-06-02,0.718,0.5924,1.3839,9.2876,9.3145,16.2326,17.2907
2026-06-03,0.7129,0.5861,1.3897,9.3255,9.4147,16.3561,17.3401
2026-06-04,0.7134,0.5867,1.3908,9.344,9.3878,16.312,17.2846
2026-06-05,0.7048,0.5796,1.3937,9.4494,9.4561,16.5633,17.4748
2026-06-08,0.7045,0.581,1.3953,9.4733,9.4311,16.5212,17.4664
2026-06-09,0.703,0.5817,1.3949,9.5114,9.4697,16.5147,17.448
2026-06-10,0.7002,0.5805,1.3932,9.4888,9.4997,16.608,17.4777
